iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.stop_loss,parameters.risk_reward,parameters.chop_rsi_len,parameters.chop_bandwidth,parameters.tps_index
420,:MqI*X^,0.15393562646611933,55,92,74.68,64,14,10.57,20,434,370,53,4,16,116
420,:MuI*X^,0.15229966953205923,53,91,74.14,64,14,11.24,20,434,390,53,4,16,116
420,"Z,McYkh",0.1511717898757839,67,34,27.38,71,7,1.02,51,225,193,80,41,21,138
420,.*cNbGv,0.14903225806451614,40,247,47.71,34,35,6.86,8,213,301,58,48,10,168
420,^GD*qaY,0.14832828110666396,64,39,17.34,58,12,7.56,55,396,148,22,60,18,105
420,"L3S,Jc,",0.1458743903364596,50,78,38.32,40,15,2.58,38,270,222,24,29,19,9
420,[Ua\997,0.14255164588825806,40,67,64.76,50,10,6.56,52,485,291,73,16,6,32
420,0jVbK>a,0.13741935483870968,49,100,43.81,60,10,5.6,10,618,237,79,30,8,123
420,WA9r3l\,0.12795950487697885,46,88,20.6,60,15,5.3,48,358,94,95,11,22,112
420,5-F3EA:,0.12451612903225806,43,208,40.68,36,33,4.36,15,232,158,31,25,9,39
480,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
480,(^;[jZ(,0.7380311793817043,40,65,61.18,37,16,3.18,2,542,104,72,55,16,0
480,0>NtWwn,0.49625968451885916,83,6,11.81,50,2,-0.1,10,339,198,97,39,25,151
480,5Uqf*]Z,0.4676359363473308,51,95,75.66,75,12,12.6,15,485,370,83,4,17,108
480,.^ar.lD,0.37483870967741933,42,125,121.06,47,17,5.81,8,542,291,95,7,22,60
480,=-^=1:9,0.3251612903225806,43,136,103.09,40,22,2.65,23,232,277,41,9,6,37
480,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
480,"N,pgE0i",0.27612903225806446,55,101,80.18,47,17,5.86,40,225,365,84,25,3,140
480,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
480,\0:b[+1,0.2503225806451613,43,132,51.85,45,22,-4.52,53,251,99,79,43,2,19
480,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
480,MP]EMqa,0.2306814906363192,58,29,35.31,62,8,1.34,39,453,272,49,32,23,123
480,)\FDnR/,0.22580645161290322,37,111,61.12,33,18,3.29,3,529,158,48,58,14,15
480,1`Mru+I,0.22129032258064518,36,127,54.68,53,15,7.22,11,554,193,95,63,2,71
480,=8Fo72),0.20258064516129032,40,140,79.67,43,23,0.02,23,301,158,92,14,4,2
480,q:XRt(^,0.18873210589541792,51,74,40.23,54,11,2.85,74,314,247,63,63,1,116
480,+5DfvJI,0.1761290322580645,36,265,53.39,22,45,-1.36,5,282,148,83,64,11,71
480,0L]a<_P,0.17290322580645162,45,122,45.93,55,18,8.79,10,428,272,78,18,18,86
480,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
480,:MqI*X^,0.15393562646611933,55,92,74.68,64,14,10.57,20,434,370,53,4,16,116
480,:MuI*X^,0.15229966953205923,53,91,74.14,64,14,11.24,20,434,390,53,4,16,116
480,"Z,McYkh",0.1511717898757839,67,34,27.38,71,7,1.02,51,225,193,80,41,21,138
480,.*cNbGv,0.14903225806451614,40,247,47.71,34,35,6.86,8,213,301,58,48,10,168
480,^GD*qaY,0.14832828110666396,64,39,17.34,58,12,7.56,55,396,148,22,60,18,105
480,"L3S,Jc,",0.1458743903364596,50,78,38.32,40,15,2.58,38,270,222,24,29,19,9
480,[Ua\997,0.14255164588825806,40,67,64.76,50,10,6.56,52,485,291,73,16,6,32
480,",dfh*RS",0.14129032258064517,44,132,118.5,64,17,9.55,6,580,316,85,4,14,93
480,0jVbK>a,0.13741935483870968,49,100,43.81,60,10,5.6,10,618,237,79,30,8,123
480,WA9r3l\,0.12795950487697885,46,88,20.6,60,15,5.3,48,358,94,95,11,22,112
480,5-F3EA:,0.12451612903225806,43,208,40.68,36,33,4.36,15,232,158,31,25,9,39
540,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
540,(^;[jZ(,0.7380311793817043,40,65,61.18,37,16,3.18,2,542,104,72,55,16,0
540,0>NtWwn,0.49625968451885916,83,6,11.81,50,2,-0.1,10,339,198,97,39,25,151
540,.^ar.lD,0.37483870967741933,42,125,121.06,47,17,5.81,8,542,291,95,7,22,60
540,=-^=1:9,0.3251612903225806,43,136,103.09,40,22,2.65,23,232,277,41,9,6,37
540,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
540,"N,pgE0i",0.27612903225806446,55,101,80.18,47,17,5.86,40,225,365,84,25,3,140
540,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
540,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
540,MP]EMqa,0.2306814906363192,58,29,35.31,62,8,1.34,39,453,272,49,32,23,123
540,)\FDnR/,0.22580645161290322,37,111,61.12,33,18,3.29,3,529,158,48,58,14,15
540,1`Mru+I,0.22129032258064518,36,127,54.68,53,15,7.22,11,554,193,95,63,2,71
540,=8Fo72),0.20258064516129032,40,140,79.67,43,23,0.02,23,301,158,92,14,4,2
540,q:XRt(^,0.18873210589541792,51,74,40.23,54,11,2.85,74,314,247,63,63,1,116
540,+5DfvJI,0.1761290322580645,36,265,53.39,22,45,-1.36,5,282,148,83,64,11,71
540,0L]a<_P,0.17290322580645162,45,122,45.93,55,18,8.79,10,428,272,78,18,18,86
540,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
540,:MqI*X^,0.15393562646611933,55,92,74.68,64,14,10.57,20,434,370,53,4,16,116
540,:MuI*X^,0.15229966953205923,53,91,74.14,64,14,11.24,20,434,390,53,4,16,116
540,"Z,McYkh",0.1511717898757839,67,34,27.38,71,7,1.02,51,225,193,80,41,21,138
540,.*cNbGv,0.14903225806451614,40,247,47.71,34,35,6.86,8,213,301,58,48,10,168
540,^GD*qaY,0.14832828110666396,64,39,17.34,58,12,7.56,55,396,148,22,60,18,105
540,"L3S,Jc,",0.1458743903364596,50,78,38.32,40,15,2.58,38,270,222,24,29,19,9
540,[Ua\997,0.14255164588825806,40,67,64.76,50,10,6.56,52,485,291,73,16,6,32
540,0jVbK>a,0.13741935483870968,49,100,43.81,60,10,5.6,10,618,237,79,30,8,123
540,5-F3EA:,0.12451612903225806,43,208,40.68,36,33,4.36,15,232,158,31,25,9,39
540,\THUeSD,0.11465858159808466,38,71,20.29,33,12,1.5,53,478,168,66,51,14,60
540,lEi_6SR,0.1028236651921245,45,59,18.57,62,8,6.01,69,384,331,76,13,14,90
540,\I0KO9A,0.10258064516129033,54,118,8.64,70,17,14.61,53,409,49,55,33,6,54
540,:F8v6pL,0.1,42,128,28.32,45,20,7.59,20,390,89,99,13,23,77
600,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
600,(^;[jZ(,0.7380311793817043,40,65,61.18,37,16,3.18,2,542,104,72,55,16,0
600,0>NtWwn,0.49625968451885916,83,6,11.81,50,2,-0.1,10,339,198,97,39,25,151
600,.^ar.lD,0.37483870967741933,42,125,121.06,47,17,5.81,8,542,291,95,7,22,60
600,=-^=1:9,0.3251612903225806,43,136,103.09,40,22,2.65,23,232,277,41,9,6,37
600,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
600,"N,pgE0i",0.27612903225806446,55,101,80.18,47,17,5.86,40,225,365,84,25,3,140
600,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
600,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
600,MP]EMqa,0.2306814906363192,58,29,35.31,62,8,1.34,39,453,272,49,32,23,123
600,)\FDnR/,0.22580645161290322,37,111,61.12,33,18,3.29,3,529,158,48,58,14,15
600,1`Mru+I,0.22129032258064518,36,127,54.68,53,15,7.22,11,554,193,95,63,2,71
600,=8Fo72),0.20258064516129032,40,140,79.67,43,23,0.02,23,301,158,92,14,4,2
600,q:XRt(^,0.18873210589541792,51,74,40.23,54,11,2.85,74,314,247,63,63,1,116
600,0L]a<_P,0.17290322580645162,45,122,45.93,55,18,8.79,10,428,272,78,18,18,86
600,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
600,:MqI*X^,0.15393562646611933,55,92,74.68,64,14,10.57,20,434,370,53,4,16,116
600,"Z,McYkh",0.1511717898757839,67,34,27.38,71,7,1.02,51,225,193,80,41,21,138
600,.*cNbGv,0.14903225806451614,40,247,47.71,34,35,6.86,8,213,301,58,48,10,168
600,^GD*qaY,0.14832828110666396,64,39,17.34,58,12,7.56,55,396,148,22,60,18,105
600,"L3S,Jc,",0.1458743903364596,50,78,38.32,40,15,2.58,38,270,222,24,29,19,9
600,[Ua\997,0.14255164588825806,40,67,64.76,50,10,6.56,52,485,291,73,16,6,32
600,0jVbK>a,0.13741935483870968,49,100,43.81,60,10,5.6,10,618,237,79,30,8,123
600,5-F3EA:,0.12451612903225806,43,208,40.68,36,33,4.36,15,232,158,31,25,9,39
600,\THUeSD,0.11465858159808466,38,71,20.29,33,12,1.5,53,478,168,66,51,14,60
600,lEi_6SR,0.1028236651921245,45,59,18.57,62,8,6.01,69,384,331,76,13,14,90
600,:F8v6pL,0.1,42,128,28.32,45,20,7.59,20,390,89,99,13,23,77
600,",_fG*eH",0.1,36,149,110.7,47,19,7.42,6,548,316,51,4,20,69
600,BpTFuak,0.09971361895999793,60,23,16.52,62,8,2.37,28,656,227,50,63,18,144
600,nVoBEBO,0.09742273392763501,43,57,21.11,55,9,4.12,71,491,361,46,25,9,84
660,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
660,(^;[jZ(,0.7380311793817043,40,65,61.18,37,16,3.18,2,542,104,72,55,16,0
660,0>NtWwn,0.49625968451885916,83,6,11.81,50,2,-0.1,10,339,198,97,39,25,151
660,.^ar.lD,0.37483870967741933,42,125,121.06,47,17,5.81,8,542,291,95,7,22,60
660,=-^=1:9,0.3251612903225806,43,136,103.09,40,22,2.65,23,232,277,41,9,6,37
660,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
660,"N,pgE0i",0.27612903225806446,55,101,80.18,47,17,5.86,40,225,365,84,25,3,140
660,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
660,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
660,MP]EMqa,0.2306814906363192,58,29,35.31,62,8,1.34,39,453,272,49,32,23,123
660,)\FDnR/,0.22580645161290322,37,111,61.12,33,18,3.29,3,529,158,48,58,14,15
660,1`Mru+I,0.22129032258064518,36,127,54.68,53,15,7.22,11,554,193,95,63,2,71
660,=8Fo72),0.20258064516129032,40,140,79.67,43,23,0.02,23,301,158,92,14,4,2
660,q:XRt(^,0.18873210589541792,51,74,40.23,54,11,2.85,74,314,247,63,63,1,116
660,:7fs*j9,0.17870967741935484,48,111,156.3,25,20,-7.8,20,295,316,96,4,21,37
660,0L]a<_P,0.17290322580645162,45,122,45.93,55,18,8.79,10,428,272,78,18,18,86
660,",Qfs*j9",0.15806451612903227,38,163,127.9,40,20,5.51,6,459,316,96,4,21,37
660,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
660,:MqI*X^,0.15393562646611933,55,92,74.68,64,14,10.57,20,434,370,53,4,16,116
660,"Z,McYkh",0.1511717898757839,67,34,27.38,71,7,1.02,51,225,193,80,41,21,138
660,.*cNbGv,0.14903225806451614,40,247,47.71,34,35,6.86,8,213,301,58,48,10,168
660,"L3S,Jc,",0.1458743903364596,50,78,38.32,40,15,2.58,38,270,222,24,29,19,9
660,[Ua\997,0.14255164588825806,40,67,64.76,50,10,6.56,52,485,291,73,16,6,32
660,5-F3EA:,0.12451612903225806,43,208,40.68,36,33,4.36,15,232,158,31,25,9,39
660,\THUeSD,0.11465858159808466,38,71,20.29,33,12,1.5,53,478,168,66,51,14,60
660,",Sfs*j9",0.1038709677419355,37,159,91.06,47,19,8.0,6,472,316,96,4,21,37
660,lEi_6SR,0.1028236651921245,45,59,18.57,62,8,6.01,69,384,331,76,13,14,90
660,:F8v6pL,0.1,42,128,28.32,45,20,7.59,20,390,89,99,13,23,77
660,",_fG*eH",0.1,36,149,110.7,47,19,7.42,6,548,316,51,4,20,69
660,BpTFuak,0.09971361895999793,60,23,16.52,62,8,2.37,28,656,227,50,63,18,144
720,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
720,(^;[jZ(,0.7380311793817043,40,65,61.18,37,16,3.18,2,542,104,72,55,16,0
720,0>NtWwn,0.49625968451885916,83,6,11.81,50,2,-0.1,10,339,198,97,39,25,151
720,.^ar.lD,0.37483870967741933,42,125,121.06,47,17,5.81,8,542,291,95,7,22,60
720,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
720,"N,pgE0i",0.27612903225806446,55,101,80.18,47,17,5.86,40,225,365,84,25,3,140
720,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
720,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
720,MP]EMqa,0.2306814906363192,58,29,35.31,62,8,1.34,39,453,272,49,32,23,123
720,)\FDnR/,0.22580645161290322,37,111,61.12,33,18,3.29,3,529,158,48,58,14,15
720,1`Mru+I,0.22129032258064518,36,127,54.68,53,15,7.22,11,554,193,95,63,2,71
720,=8Fo72),0.20258064516129032,40,140,79.67,43,23,0.02,23,301,158,92,14,4,2
720,q:XRt(^,0.18873210589541792,51,74,40.23,54,11,2.85,74,314,247,63,63,1,116
720,:7fs*j9,0.17870967741935484,48,111,156.3,25,20,-7.8,20,295,316,96,4,21,37
720,-7fs*j*,0.16,36,212,146.08,22,35,-9.85,7,295,316,96,4,21,4
720,",Qfs*j9",0.15806451612903227,38,163,127.9,40,20,5.51,6,459,316,96,4,21,37
720,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
720,:MqI*X^,0.15393562646611933,55,92,74.68,64,14,10.57,20,434,370,53,4,16,116
720,"Z,McYkh",0.1511717898757839,67,34,27.38,71,7,1.02,51,225,193,80,41,21,138
720,.*cNbGv,0.14903225806451614,40,247,47.71,34,35,6.86,8,213,301,58,48,10,168
720,"L3S,Jc,",0.1458743903364596,50,78,38.32,40,15,2.58,38,270,222,24,29,19,9
720,",8fs*j*",0.14451612903225808,37,234,117.85,21,37,-10.68,6,301,316,96,4,21,4
720,[Ua\997,0.14255164588825806,40,67,64.76,50,10,6.56,52,485,291,73,16,6,32
720,5-F3EA:,0.12451612903225806,43,208,40.68,36,33,4.36,15,232,158,31,25,9,39
720,",mfs*j*",0.12000000000000001,35,114,98.44,61,13,10.01,6,637,316,96,4,21,4
720,\THUeSD,0.11465858159808466,38,71,20.29,33,12,1.5,53,478,168,66,51,14,60
720,",Tfs*j*",0.10967741935483871,37,156,90.59,42,19,6.58,6,478,316,96,4,21,4
720,",Sfs*j9",0.1038709677419355,37,159,91.06,47,19,8.0,6,472,316,96,4,21,37
720,lEi_6SR,0.1028236651921245,45,59,18.57,62,8,6.01,69,384,331,76,13,14,90
720,:F8v6pL,0.1,42,128,28.32,45,20,7.59,20,390,89,99,13,23,77
780,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
780,(^;[jZ(,0.7380311793817043,40,65,61.18,37,16,3.18,2,542,104,72,55,16,0
780,0>NtWwn,0.49625968451885916,83,6,11.81,50,2,-0.1,10,339,198,97,39,25,151
780,.^ar.lD,0.37483870967741933,42,125,121.06,47,17,5.81,8,542,291,95,7,22,60
780,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
780,"N,pgE0i",0.27612903225806446,55,101,80.18,47,17,5.86,40,225,365,84,25,3,140
780,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
780,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
780,MP]EMqa,0.2306814906363192,58,29,35.31,62,8,1.34,39,453,272,49,32,23,123
780,)\FDnR/,0.22580645161290322,37,111,61.12,33,18,3.29,3,529,158,48,58,14,15
780,=8Fo72),0.20258064516129032,40,140,79.67,43,23,0.02,23,301,158,92,14,4,2
780,q:XRt(^,0.18873210589541792,51,74,40.23,54,11,2.85,74,314,247,63,63,1,116
780,:7fs*j9,0.17870967741935484,48,111,156.3,25,20,-7.8,20,295,316,96,4,21,37
780,-7fs*j*,0.16,36,212,146.08,22,35,-9.85,7,295,316,96,4,21,4
780,",Qfs*j9",0.15806451612903227,38,163,127.9,40,20,5.51,6,459,316,96,4,21,37
780,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
780,"Z,McYkh",0.1511717898757839,67,34,27.38,71,7,1.02,51,225,193,80,41,21,138
780,.*cNbGv,0.14903225806451614,40,247,47.71,34,35,6.86,8,213,301,58,48,10,168
780,"L3S,Jc,",0.1458743903364596,50,78,38.32,40,15,2.58,38,270,222,24,29,19,9
780,",8fs*j*",0.14451612903225808,37,234,117.85,21,37,-10.68,6,301,316,96,4,21,4
780,[Ua\997,0.14255164588825806,40,67,64.76,50,10,6.56,52,485,291,73,16,6,32
780,",9eN*0*",0.1329032258064516,35,231,103.93,21,38,-11.0,6,308,311,58,4,3,4
780,5-F3EA:,0.12451612903225806,43,208,40.68,36,33,4.36,15,232,158,31,25,9,39
780,",mfs*j*",0.12000000000000001,35,114,98.44,61,13,10.01,6,637,316,96,4,21,4
780,\THUeSD,0.11465858159808466,38,71,20.29,33,12,1.5,53,478,168,66,51,14,60
780,lEi_6SR,0.1028236651921245,45,59,18.57,62,8,6.01,69,384,331,76,13,14,90
780,:F8v6pL,0.1,42,128,28.32,45,20,7.59,20,390,89,99,13,23,77
780,",_fG*eH",0.1,36,149,110.7,47,19,7.42,6,548,316,51,4,20,69
780,BpTFuak,0.09971361895999793,60,23,16.52,62,8,2.37,28,656,227,50,63,18,144
780,nVoBEBO,0.09742273392763501,43,57,21.11,55,9,4.12,71,491,361,46,25,9,84
840,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
840,0>NtWwn,0.49625968451885916,83,6,11.81,50,2,-0.1,10,339,198,97,39,25,151
840,.^ar.lD,0.37483870967741933,42,125,121.06,47,17,5.81,8,542,291,95,7,22,60
840,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
840,"N,pgE0i",0.27612903225806446,55,101,80.18,47,17,5.86,40,225,365,84,25,3,140
840,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
840,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
840,MP]EMqa,0.2306814906363192,58,29,35.31,62,8,1.34,39,453,272,49,32,23,123
840,)\FDnR/,0.22580645161290322,37,111,61.12,33,18,3.29,3,529,158,48,58,14,15
840,=8Fo72),0.20258064516129032,40,140,79.67,43,23,0.02,23,301,158,92,14,4,2
840,:7fs*j9,0.17870967741935484,48,111,156.3,25,20,-7.8,20,295,316,96,4,21,37
840,-7fs*j*,0.16,36,212,146.08,22,35,-9.85,7,295,316,96,4,21,4
840,",Qfs*j9",0.15806451612903227,38,163,127.9,40,20,5.51,6,459,316,96,4,21,37
840,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
840,"Z,McYkh",0.1511717898757839,67,34,27.38,71,7,1.02,51,225,193,80,41,21,138
840,.*cNbGv,0.14903225806451614,40,247,47.71,34,35,6.86,8,213,301,58,48,10,168
840,"L3S,Jc,",0.1458743903364596,50,78,38.32,40,15,2.58,38,270,222,24,29,19,9
840,",8fs*j*",0.14451612903225808,37,234,117.85,21,37,-10.68,6,301,316,96,4,21,4
840,[Ua\997,0.14255164588825806,40,67,64.76,50,10,6.56,52,485,291,73,16,6,32
840,",9eN*0*",0.1329032258064516,35,231,103.93,21,38,-11.0,6,308,311,58,4,3,4
840,5-F3EA:,0.12451612903225806,43,208,40.68,36,33,4.36,15,232,158,31,25,9,39
840,",mfs*j*",0.12000000000000001,35,114,98.44,61,13,10.01,6,637,316,96,4,21,4
840,lEi_6SR,0.1028236651921245,45,59,18.57,62,8,6.01,69,384,331,76,13,14,90
840,:F8v6pL,0.1,42,128,28.32,45,20,7.59,20,390,89,99,13,23,77
840,",_fG*eH",0.1,36,149,110.7,47,19,7.42,6,548,316,51,4,20,69
840,BpTFuak,0.09971361895999793,60,23,16.52,62,8,2.37,28,656,227,50,63,18,144
840,nVoBEBO,0.09742273392763501,43,57,21.11,55,9,4.12,71,491,361,46,25,9,84
840,+jDL@2`,0.0967741935483871,38,157,33.01,50,18,8.22,5,618,148,56,21,4,121
840,gDflOWZ,0.0952171314721564,53,60,21.29,60,10,4.04,64,377,316,89,33,15,108
840,*KDORhv,0.09468601997515866,60,41,10.52,66,9,4.72,4,422,148,59,35,20,168
900,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
900,.^ar.lD,0.37483870967741933,42,125,121.06,47,17,5.81,8,542,291,95,7,22,60
900,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
900,"N,pgE0i",0.27612903225806446,55,101,80.18,47,17,5.86,40,225,365,84,25,3,140
900,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
900,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
900,MP]EMqa,0.2306814906363192,58,29,35.31,62,8,1.34,39,453,272,49,32,23,123
900,)\FDnR/,0.22580645161290322,37,111,61.12,33,18,3.29,3,529,158,48,58,14,15
900,=8Fo72),0.20258064516129032,40,140,79.67,43,23,0.02,23,301,158,92,14,4,2
900,:7fs*j9,0.17870967741935484,48,111,156.3,25,20,-7.8,20,295,316,96,4,21,37
900,-7fs*j*,0.16,36,212,146.08,22,35,-9.85,7,295,316,96,4,21,4
900,",Qfs*j9",0.15806451612903227,38,163,127.9,40,20,5.51,6,459,316,96,4,21,37
900,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
900,"Z,McYkh",0.1511717898757839,67,34,27.38,71,7,1.02,51,225,193,80,41,21,138
900,.*cNbGv,0.14903225806451614,40,247,47.71,34,35,6.86,8,213,301,58,48,10,168
