iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.stop_loss,parameters.risk_reward,parameters.chop_rsi_len,parameters.chop_bandwidth,parameters.tps_index
1380,)`fI*?H,0.2038709677419355,30,209,58.27,50,22,9.62,3,554,316,53,4,8,69
1380,",Qfs*j9",0.15806451612903227,38,163,127.9,40,20,5.51,6,459,316,96,4,21,37
1380,)QfI*?H,0.15741935483870967,34,234,43.38,34,35,11.48,3,459,316,53,4,8,69
1380,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
1380,"L3S,Jc,",0.1458743903364596,50,78,38.32,40,15,2.58,38,270,222,24,29,19,9
1380,)Ifs*jH,0.13806451612903223,35,257,45.21,23,38,0.42,3,409,316,96,4,21,69
1380,",9eN*0*",0.1329032258064516,35,231,103.93,21,38,-11.0,6,308,311,58,4,3,4
1380,i5fI*?H,0.12945788770408573,45,68,36.5,50,10,4.35,66,282,316,53,4,8,69
1380,i5fI*?H,0.12945788770408573,45,68,36.5,50,10,4.35,66,282,316,53,4,8,69
1380,5-F3EA:,0.12451612903225806,43,208,40.68,36,33,4.36,15,232,158,31,25,9,39
1380,")7f,*jH",0.1232258064516129,31,368,47.85,19,57,0.46,3,295,316,24,4,21,69
1380,)7f**jH,0.11870967741935484,31,371,46.16,19,57,-0.69,3,295,316,22,4,21,69
1380,55fI*?H,0.11483870967741935,42,149,50.23,28,25,-5.34,15,282,316,53,4,8,69
1380,)7f8*jH,0.1135483870967742,32,355,54.95,28,56,7.11,3,295,316,36,4,21,69
1380,lEi_6SR,0.1028236651921245,45,59,18.57,62,8,6.01,69,384,331,76,13,14,90
1380,:F8v6pL,0.1,42,128,28.32,45,20,7.59,20,390,89,99,13,23,77
1380,",_fG*eH",0.1,36,149,110.7,47,19,7.42,6,548,316,51,4,20,69
1380,:;j6*eX,0.09870967741935484,50,108,80.89,43,16,2.12,20,320,336,34,4,20,103
1380,nVoBEBO,0.09742273392763501,43,57,21.11,55,9,4.12,71,491,361,46,25,9,84
1380,+jDL@2`,0.0967741935483871,38,157,33.01,50,18,8.22,5,618,148,56,21,4,121
1440,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
1440,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
1440,)_rr*eH,0.7529032258064516,34,193,117.81,45,24,8.82,3,548,375,95,4,20,69
1440,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
1440,)_frZeH,0.5377850701951,48,29,42.23,45,11,1.66,3,548,316,95,42,20,69
1440,)_frVeH,0.41004112940163606,50,34,51.23,50,12,1.87,3,548,316,95,39,20,69
1440,.^ar.lD,0.37483870967741933,42,125,121.06,47,17,5.81,8,542,291,95,7,22,60
1440,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
1440,",_fr*eH",0.3496774193548387,35,147,98.41,47,19,7.26,6,548,316,95,4,20,69
1440,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
1440,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
1440,)_fr*eC,0.2845161290322581,34,193,63.77,45,24,7.15,3,548,316,95,4,20,58
1440,)_fK*eH,0.2806451612903226,32,196,69.12,45,24,7.84,3,548,316,55,4,20,69
1440,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
1440,)_fr*e3,0.267741935483871,31,193,65.5,41,24,6.37,3,548,316,95,4,20,24
1440,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
1440,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
1440,)NfI*?H,0.25612903225806455,36,241,77.49,38,31,13.45,3,441,316,53,4,8,69
1440,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
1440,)_`r*eH,0.2464516129032258,35,195,63.32,45,24,6.96,3,548,286,95,4,20,69
1440,)_fp*eH,0.24387096774193548,34,193,56.88,45,24,7.59,3,548,316,93,4,20,69
1440,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
1440,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
1440,)_fw*eH,0.23677419354838708,34,193,58.5,45,24,7.59,3,548,316,100,4,20,69
1440,)_fr*dH,0.23483870967741935,34,195,58.46,45,24,7.59,3,548,316,95,4,19,69
1440,)_fu*eH,0.2335483870967742,34,193,57.75,45,24,7.59,3,548,316,98,4,20,69
1440,)_ft*eH,0.2309677419354839,34,193,57.13,45,24,7.59,3,548,316,97,4,20,69
1440,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1440,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1440,)_fr*eo,0.22774193548387095,36,193,48.37,45,24,10.84,3,548,316,95,4,20,153
1500,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
1500,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
1500,)_rr*eH,0.7529032258064516,34,193,117.81,45,24,8.82,3,548,375,95,4,20,69
1500,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
1500,)_frZeH,0.5377850701951,48,29,42.23,45,11,1.66,3,548,316,95,42,20,69
1500,)_frVeH,0.41004112940163606,50,34,51.23,50,12,1.87,3,548,316,95,39,20,69
1500,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
1500,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
1500,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
1500,)_fK*eH,0.2806451612903226,32,196,69.12,45,24,7.84,3,548,316,55,4,20,69
1500,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
1500,)_fr*e3,0.267741935483871,31,193,65.5,41,24,6.37,3,548,316,95,4,20,24
1500,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
1500,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
1500,)NfI*?H,0.25612903225806455,36,241,77.49,38,31,13.45,3,441,316,53,4,8,69
1500,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
1500,)_`r*eH,0.2464516129032258,35,195,63.32,45,24,6.96,3,548,286,95,4,20,69
1500,)_fp*eH,0.24387096774193548,34,193,56.88,45,24,7.59,3,548,316,93,4,20,69
1500,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
1500,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
1500,)_fw*eH,0.23677419354838708,34,193,58.5,45,24,7.59,3,548,316,100,4,20,69
1500,)_fu*eH,0.2335483870967742,34,193,57.75,45,24,7.59,3,548,316,98,4,20,69
1500,)_ft*eH,0.2309677419354839,34,193,57.13,45,24,7.59,3,548,316,97,4,20,69
1500,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1500,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1500,)_fr*eo,0.22774193548387095,36,193,48.37,45,24,10.84,3,548,316,95,4,20,153
1500,)_\r*eH,0.2135483870967742,35,197,61.07,45,24,7.44,3,548,267,95,4,20,69
1500,)_fr*uH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1500,)_fr*sH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1500,)`fI*?H,0.2038709677419355,30,209,58.27,50,22,9.62,3,554,316,53,4,8,69
1560,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
1560,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
1560,)_rr*eH,0.7529032258064516,34,193,117.81,45,24,8.82,3,548,375,95,4,20,69
1560,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
1560,)_frZeH,0.5377850701951,48,29,42.23,45,11,1.66,3,548,316,95,42,20,69
1560,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
1560,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
1560,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
1560,)_fK*eH,0.2806451612903226,32,196,69.12,45,24,7.84,3,548,316,55,4,20,69
1560,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
1560,)_fr*e3,0.267741935483871,31,193,65.5,41,24,6.37,3,548,316,95,4,20,24
1560,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
1560,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
1560,)NfI*?H,0.25612903225806455,36,241,77.49,38,31,13.45,3,441,316,53,4,8,69
1560,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
1560,)_`r*eH,0.2464516129032258,35,195,63.32,45,24,6.96,3,548,286,95,4,20,69
1560,)_fp*eH,0.24387096774193548,34,193,56.88,45,24,7.59,3,548,316,93,4,20,69
1560,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
1560,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
1560,)_fw*eH,0.23677419354838708,34,193,58.5,45,24,7.59,3,548,316,100,4,20,69
1560,)_fu*eH,0.2335483870967742,34,193,57.75,45,24,7.59,3,548,316,98,4,20,69
1560,)_ft*eH,0.2309677419354839,34,193,57.13,45,24,7.59,3,548,316,97,4,20,69
1560,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1560,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1560,)_fr*eo,0.22774193548387095,36,193,48.37,45,24,10.84,3,548,316,95,4,20,153
1560,)_\r*eH,0.2135483870967742,35,197,61.07,45,24,7.44,3,548,267,95,4,20,69
1560,)_fr*uH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1560,)_fr*sH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1560,)_Vr*eH,0.17096774193548386,35,197,46.8,45,24,7.35,3,548,237,95,4,20,69
1560,)_Mr*eH,0.1632258064516129,32,201,51.22,41,24,6.64,3,548,193,95,4,20,69
1620,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
1620,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
1620,)_rr*eH,0.7529032258064516,34,193,117.81,45,24,8.82,3,548,375,95,4,20,69
1620,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
1620,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
1620,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
1620,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
1620,)_fK*eH,0.2806451612903226,32,196,69.12,45,24,7.84,3,548,316,55,4,20,69
1620,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
1620,)_fr*e3,0.267741935483871,31,193,65.5,41,24,6.37,3,548,316,95,4,20,24
1620,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
1620,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
1620,)NfI*?H,0.25612903225806455,36,241,77.49,38,31,13.45,3,441,316,53,4,8,69
1620,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
1620,)_`r*eH,0.2464516129032258,35,195,63.32,45,24,6.96,3,548,286,95,4,20,69
1620,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
1620,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
1620,)_fw*eH,0.23677419354838708,34,193,58.5,45,24,7.59,3,548,316,100,4,20,69
1620,)_fu*eH,0.2335483870967742,34,193,57.75,45,24,7.59,3,548,316,98,4,20,69
1620,)_ft*eH,0.2309677419354839,34,193,57.13,45,24,7.59,3,548,316,97,4,20,69
1620,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1620,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1620,)_fr*eo,0.22774193548387095,36,193,48.37,45,24,10.84,3,548,316,95,4,20,153
1620,)_\r*eH,0.2135483870967742,35,197,61.07,45,24,7.44,3,548,267,95,4,20,69
1620,)_fr*uH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1620,)_fr*sH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1620,)_Vr*eH,0.17096774193548386,35,197,46.8,45,24,7.35,3,548,237,95,4,20,69
1620,)_Mr*eH,0.1632258064516129,32,201,51.22,41,24,6.64,3,548,193,95,4,20,69
1620,)QfI*?H,0.15741935483870967,34,234,43.38,34,35,11.48,3,459,316,53,4,8,69
1620,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
1680,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
1680,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
1680,)_rr*eH,0.7529032258064516,34,193,117.81,45,24,8.82,3,548,375,95,4,20,69
1680,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
1680,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
1680,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
1680,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
1680,)_fK*eH,0.2806451612903226,32,196,69.12,45,24,7.84,3,548,316,55,4,20,69
1680,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
1680,)_fr*e3,0.267741935483871,31,193,65.5,41,24,6.37,3,548,316,95,4,20,24
1680,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
1680,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
1680,)NfI*?H,0.25612903225806455,36,241,77.49,38,31,13.45,3,441,316,53,4,8,69
1680,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
1680,)_`r*eH,0.2464516129032258,35,195,63.32,45,24,6.96,3,548,286,95,4,20,69
1680,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
1680,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
1680,)_fw*eH,0.23677419354838708,34,193,58.5,45,24,7.59,3,548,316,100,4,20,69
1680,)_fu*eH,0.2335483870967742,34,193,57.75,45,24,7.59,3,548,316,98,4,20,69
1680,)_ft*eH,0.2309677419354839,34,193,57.13,45,24,7.59,3,548,316,97,4,20,69
1680,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1680,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1680,)_fr*eo,0.22774193548387095,36,193,48.37,45,24,10.84,3,548,316,95,4,20,153
1680,)_\r*eH,0.2135483870967742,35,197,61.07,45,24,7.44,3,548,267,95,4,20,69
1680,)_fr*uH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1680,)_fr*sH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1680,)_Vr*eH,0.17096774193548386,35,197,46.8,45,24,7.35,3,548,237,95,4,20,69
1680,)_Mr*eH,0.1632258064516129,32,201,51.22,41,24,6.64,3,548,193,95,4,20,69
1680,)QfI*?H,0.15741935483870967,34,234,43.38,34,35,11.48,3,459,316,53,4,8,69
1680,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
1740,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
1740,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
1740,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
1740,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
1740,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
1740,)_fr*e\,0.2948387096774194,36,193,57.44,45,24,8.8,3,548,316,95,4,20,112
1740,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
1740,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
1740,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
1740,)NfI*?H,0.25612903225806455,36,241,77.49,38,31,13.45,3,441,316,53,4,8,69
1740,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
1740,)_`r*eH,0.2464516129032258,35,195,63.32,45,24,6.96,3,548,286,95,4,20,69
1740,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
1740,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
1740,)_fw*eH,0.23677419354838708,34,193,58.5,45,24,7.59,3,548,316,100,4,20,69
1740,)_fu*eH,0.2335483870967742,34,193,57.75,45,24,7.59,3,548,316,98,4,20,69
1740,)_ft*eH,0.2309677419354839,34,193,57.13,45,24,7.59,3,548,316,97,4,20,69
1740,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1740,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1740,)_fr*eo,0.22774193548387095,36,193,48.37,45,24,10.84,3,548,316,95,4,20,153
1740,)_\r*eH,0.2135483870967742,35,197,61.07,45,24,7.44,3,548,267,95,4,20,69
1740,)_fr*uH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1740,)_fr*sH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1740,)_Vr*eH,0.17096774193548386,35,197,46.8,45,24,7.35,3,548,237,95,4,20,69
1740,)_Mr*eH,0.1632258064516129,32,201,51.22,41,24,6.64,3,548,193,95,4,20,69
1740,)QfI*?H,0.15741935483870967,34,234,43.38,34,35,11.48,3,459,316,53,4,8,69
1740,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
1740,)_:r*eH,0.15290322580645163,34,244,77.78,29,27,-1.28,3,548,99,95,4,20,69
1740,m_fr*eH,0.13268905582328597,44,47,48.42,57,7,-0.24,70,548,316,95,4,20,69
1740,)_f+*eH,0.12838709677419355,32,209,39.61,38,26,7.01,3,548,316,23,4,20,69
1800,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
1800,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
1800,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
1800,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
1800,:5TX0UA,0.30580645161290326,45,135,102.9,45,20,-2.1,20,282,227,69,8,15,54
1800,)jfr*eH,0.2754838709677419,35,173,119.01,42,19,2.69,3,618,316,95,4,20,69
1800,)_fr*e;,0.264516129032258,33,193,73.08,41,24,6.78,3,548,316,95,4,20,41
1800,-Hg<;@E,0.2587096774193548,38,171,76.64,42,21,6.16,7,403,321,40,17,8,62
1800,)NfI*?H,0.25612903225806455,36,241,77.49,38,31,13.45,3,441,316,53,4,8,69
1800,)_fr*e2,0.2503225806451613,31,193,63.27,41,24,6.37,3,548,316,95,4,20,22
1800,)_`r*eH,0.2464516129032258,35,195,63.32,45,24,6.96,3,548,286,95,4,20,69
1800,qAJQ/bS,0.2432011903938873,47,63,48.25,40,10,-1.42,74,358,178,62,8,19,93
1800,)_ar*eH,0.23806451612903226,34,194,56.64,45,24,7.05,3,548,291,95,4,20,69
1800,)_fw*eH,0.23677419354838708,34,193,58.5,45,24,7.59,3,548,316,100,4,20,69
1800,)_fu*eH,0.2335483870967742,34,193,57.75,45,24,7.59,3,548,316,98,4,20,69
1800,)_ft*eH,0.2309677419354839,34,193,57.13,45,24,7.59,3,548,316,97,4,20,69
1800,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1800,)_fr*e@,0.2296774193548387,34,193,57.12,45,24,7.15,3,548,316,95,4,20,52
1800,)_fr*eo,0.22774193548387095,36,193,48.37,45,24,10.84,3,548,316,95,4,20,153
1800,)_\r*eH,0.2135483870967742,35,197,61.07,45,24,7.44,3,548,267,95,4,20,69
1800,)_fr*uH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1800,)_fr*sH,0.207741935483871,35,192,60.13,50,22,7.93,3,548,316,95,4,24,69
1800,)_Vr*eH,0.17096774193548386,35,197,46.8,45,24,7.35,3,548,237,95,4,20,69
1800,)_Mr*eH,0.1632258064516129,32,201,51.22,41,24,6.64,3,548,193,95,4,20,69
1800,)QfI*?H,0.15741935483870967,34,234,43.38,34,35,11.48,3,459,316,53,4,8,69
1800,v;6A/-K,0.155144542547745,58,99,10.11,68,16,12.18,79,320,79,45,8,3,75
1800,)_:r*eH,0.15290322580645163,34,244,77.78,29,27,-1.28,3,548,99,95,4,20,69
1800,m_fr*eH,0.13268905582328597,44,47,48.42,57,7,-0.24,70,548,316,95,4,20,69
1800,)_f+*eH,0.12838709677419355,32,209,39.61,38,26,7.01,3,548,316,23,4,20,69
1800,5-F3EA:,0.12451612903225806,43,208,40.68,36,33,4.36,15,232,158,31,25,9,39
1860,.2D9Vno,1.124467060316727,88,9,11.0,0,3,-3.18,8,263,148,37,39,22,153
1860,B5fI*?H,0.8800107454886615,58,99,145.48,50,14,-3.91,28,282,316,53,4,8,69
1860,:7fs*jH,0.6412903225806451,52,111,145.51,30,20,-7.47,20,295,316,96,4,21,69
1860,)JfI*?H,0.3632258064516129,34,259,74.57,27,40,10.99,3,415,316,53,4,8,69
