iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_ubw,parameters.ott_dbw,parameters.long_tps_qty_index,parameters.short_tps_qty_index,parameters.chop_rsi_len,parameters.chop_bandwidth,parameters.max_risk
360,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
360,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
360,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
360,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
360,"F69_,.P",0.31107565573556434,45,139,26.63,40,35,-11.72,98,56,27,87,6,40,30
360,LcX-/^h,0.3109637215899129,61,54,37.57,35,20,-15.02,113,173,76,8,7,162,42
360,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
360,J]CPR;k,0.3031115422396284,57,66,28.94,37,27,-15.96,108,158,43,63,16,73,44
360,7U4fn/M,0.30284648123104263,45,124,27.04,40,25,-7.17,59,137,19,98,23,43,29
360,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
360,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
360,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
360,D?eR_E=,0.29496428736142505,52,40,23.47,0,1,-0.86,93,80,97,66,19,98,21
360,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
360,W(boUtq,0.2929983246915992,48,106,22.86,56,25,11.3,142,20,92,112,16,217,47
360,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
360,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
360,Ea?D@0u,0.2884445764916753,54,91,35.3,39,28,-9.91,95,168,36,44,11,45,49
360,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
360,*]O5TM;,0.2830108061422644,33,118,23.75,33,15,2.64,25,158,62,21,16,119,20
360,2E;OTs_,0.2827554882672838,47,142,34.26,53,32,19.64,46,95,30,62,16,215,38
360,F7ks4TI,0.28088982912967914,44,109,13.18,27,18,-13.44,98,59,106,119,8,136,27
420,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
420,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
420,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
420,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
420,;I6@CIE,0.3486444646675299,44,88,44.01,46,13,-2.23,69,106,22,38,12,109,25
420,GaB>UqU,0.3465196673030151,59,57,40.89,18,11,-14.97,100,168,41,35,16,210,33
420,C9GuZ^I,0.3454705780821784,52,105,29.09,29,24,-10.37,90,64,49,122,18,162,27
420,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
420,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
420,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
420,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
420,"F69_,.P",0.31107565573556434,45,139,26.63,40,35,-11.72,98,56,27,87,6,40,30
420,LcX-/^h,0.3109637215899129,61,54,37.57,35,20,-15.02,113,173,76,8,7,162,42
420,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
420,7U4fn/M,0.30284648123104263,45,124,27.04,40,25,-7.17,59,137,19,98,23,43,29
420,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
420,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
420,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
420,D?eR_E=,0.29496428736142505,52,40,23.47,0,1,-0.86,93,80,97,66,19,98,21
420,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
420,W(boUtq,0.2929983246915992,48,106,22.86,56,25,11.3,142,20,92,112,16,217,47
420,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
420,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
420,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
420,*]O5TM;,0.2830108061422644,33,118,23.75,33,15,2.64,25,158,62,21,16,119,20
420,2E;OTs_,0.2827554882672838,47,142,34.26,53,32,19.64,46,95,30,62,16,215,38
420,F7ks4TI,0.28088982912967914,44,109,13.18,27,18,-13.44,98,59,106,119,8,136,27
420,D\>`.8Z,0.27652120252070506,52,70,21.73,37,16,-7.64,93,155,35,89,7,66,35
420,7>m.@fE,0.2755818033428647,42,142,9.94,47,23,-2.02,59,77,109,9,11,182,25
420,IK=8Xiu,0.2717338518225401,51,104,30.4,54,37,9.99,106,111,33,25,17,190,49
480,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
480,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
480,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
480,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
480,;I6@CIE,0.3486444646675299,44,88,44.01,46,13,-2.23,69,106,22,38,12,109,25
480,GaB>UqU,0.3465196673030151,59,57,40.89,18,11,-14.97,100,168,41,35,16,210,33
480,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
480,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
480,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
480,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
480,LcX-/^h,0.3109637215899129,61,54,37.57,35,20,-15.02,113,173,76,8,7,162,42
480,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
480,7U4fn/M,0.30284648123104263,45,124,27.04,40,25,-7.17,59,137,19,98,23,43,29
480,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
480,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
480,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
480,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
480,W(boUtq,0.2929983246915992,48,106,22.86,56,25,11.3,142,20,92,112,16,217,47
480,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
480,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
480,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
480,*]O5TM;,0.2830108061422644,33,118,23.75,33,15,2.64,25,158,62,21,16,119,20
480,2E;OTs_,0.2827554882672838,47,142,34.26,53,32,19.64,46,95,30,62,16,215,38
480,F7ks4TI,0.28088982912967914,44,109,13.18,27,18,-13.44,98,59,106,119,8,136,27
480,D\>`.8Z,0.27652120252070506,52,70,21.73,37,16,-7.64,93,155,35,89,7,66,35
480,7>m.@fE,0.2755818033428647,42,142,9.94,47,23,-2.02,59,77,109,9,11,182,25
480,IK=8Xiu,0.2717338518225401,51,104,30.4,54,37,9.99,106,111,33,25,17,190,49
480,Fa9)Hng,0.2715576692117279,50,74,32.68,40,20,-10.72,98,168,27,2,13,202,42
480,5)i0_kr,0.2647150179214448,43,200,13.41,55,43,23.1,54,23,103,13,19,195,47
480,I>9=ZlB,0.2637287411444554,46,39,21.9,0,8,-12.67,106,77,27,33,18,197,23
540,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
540,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
540,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
540,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
540,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
540,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
540,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
540,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
540,LcX-/^h,0.3109637215899129,61,54,37.57,35,20,-15.02,113,173,76,8,7,162,42
540,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
540,7U4fn/M,0.30284648123104263,45,124,27.04,40,25,-7.17,59,137,19,98,23,43,29
540,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
540,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
540,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
540,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
540,W(boUtq,0.2929983246915992,48,106,22.86,56,25,11.3,142,20,92,112,16,217,47
540,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
540,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
540,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
540,*]O5TM;,0.2830108061422644,33,118,23.75,33,15,2.64,25,158,62,21,16,119,20
540,2E;OTs_,0.2827554882672838,47,142,34.26,53,32,19.64,46,95,30,62,16,215,38
540,F7ks4TI,0.28088982912967914,44,109,13.18,27,18,-13.44,98,59,106,119,8,136,27
540,D\>`.8Z,0.27652120252070506,52,70,21.73,37,16,-7.64,93,155,35,89,7,66,35
540,7>m.@fE,0.2755818033428647,42,142,9.94,47,23,-2.02,59,77,109,9,11,182,25
540,IK=8Xiu,0.2717338518225401,51,104,30.4,54,37,9.99,106,111,33,25,17,190,49
540,Fa9)Hng,0.2715576692117279,50,74,32.68,40,20,-10.72,98,168,27,2,13,202,42
540,I>9=ZlB,0.2637287411444554,46,39,21.9,0,8,-12.67,106,77,27,33,18,197,23
540,TvUeuDb,0.26352376706675856,72,25,27.42,40,5,-0.35,134,222,71,97,24,96,39
540,8b*(@AE,0.26285017058059645,40,102,27.14,36,19,1.62,62,171,3,0,11,88,25
540,:dK/bed,0.25636414979873867,52,109,10.51,36,25,-12.81,67,176,55,11,20,179,40
600,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
600,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
600,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
600,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
600,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
600,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
600,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
600,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
600,LcX-/^h,0.3109637215899129,61,54,37.57,35,20,-15.02,113,173,76,8,7,162,42
600,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
600,7U4fn/M,0.30284648123104263,45,124,27.04,40,25,-7.17,59,137,19,98,23,43,29
600,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
600,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
600,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
600,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
600,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
600,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
600,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
600,2E;OTs_,0.2827554882672838,47,142,34.26,53,32,19.64,46,95,30,62,16,215,38
600,F7ks4TI,0.28088982912967914,44,109,13.18,27,18,-13.44,98,59,106,119,8,136,27
600,D\>`.8Z,0.27652120252070506,52,70,21.73,37,16,-7.64,93,155,35,89,7,66,35
600,7>m.@fE,0.2755818033428647,42,142,9.94,47,23,-2.02,59,77,109,9,11,182,25
600,IK=8Xiu,0.2717338518225401,51,104,30.4,54,37,9.99,106,111,33,25,17,190,49
600,Fa9)Hng,0.2715576692117279,50,74,32.68,40,20,-10.72,98,168,27,2,13,202,42
600,I>9=ZlB,0.2637287411444554,46,39,21.9,0,8,-12.67,106,77,27,33,18,197,23
600,TvUeuDb,0.26352376706675856,72,25,27.42,40,5,-0.35,134,222,71,97,24,96,39
600,8b*(@AE,0.26285017058059645,40,102,27.14,36,19,1.62,62,171,3,0,11,88,25
600,:dK/bed,0.25636414979873867,52,109,10.51,36,25,-12.81,67,176,55,11,20,179,40
600,;=Hw9Bt,0.2489339991039393,51,195,-6.85,55,56,6.56,69,74,51,125,9,91,48
600,"3Y[;P/,",0.24192009117923086,28,75,11.43,28,7,1.66,49,147,81,30,15,43,12
660,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
660,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
660,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
660,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
660,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
660,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
660,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
660,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
660,LcX-/^h,0.3109637215899129,61,54,37.57,35,20,-15.02,113,173,76,8,7,162,42
660,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
660,7U4fn/M,0.30284648123104263,45,124,27.04,40,25,-7.17,59,137,19,98,23,43,29
660,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
660,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
660,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
660,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
660,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
660,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
660,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
660,2E;OTs_,0.2827554882672838,47,142,34.26,53,32,19.64,46,95,30,62,16,215,38
660,F7ks4TI,0.28088982912967914,44,109,13.18,27,18,-13.44,98,59,106,119,8,136,27
660,D\>`.8Z,0.27652120252070506,52,70,21.73,37,16,-7.64,93,155,35,89,7,66,35
660,7>m.@fE,0.2755818033428647,42,142,9.94,47,23,-2.02,59,77,109,9,11,182,25
660,IK=8Xiu,0.2717338518225401,51,104,30.4,54,37,9.99,106,111,33,25,17,190,49
660,I>9=ZlB,0.2637287411444554,46,39,21.9,0,8,-12.67,106,77,27,33,18,197,23
660,TvUeuDb,0.26352376706675856,72,25,27.42,40,5,-0.35,134,222,71,97,24,96,39
660,8b*(@AE,0.26285017058059645,40,102,27.14,36,19,1.62,62,171,3,0,11,88,25
660,:dK/bed,0.25636414979873867,52,109,10.51,36,25,-12.81,67,176,55,11,20,179,40
660,;=Hw9Bt,0.2489339991039393,51,195,-6.85,55,56,6.56,69,74,51,125,9,91,48
660,>e`BwB<,0.24186466459396422,62,27,23.83,50,6,1.19,77,178,89,41,25,91,20
660,1^ChRtU,0.2404944060144517,47,95,19.79,50,12,0.15,43,160,43,101,16,217,33
720,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
720,DCnu<DN,0.4260800877767435,55,81,44.69,26,15,-15.16,93,90,111,122,10,96,29
720,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
720,ACnu<DN,0.39369257076546893,53,91,38.24,31,19,-12.53,85,90,111,122,10,96,29
720,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
720,7Cnu<DG,0.3684246725495949,45,135,31.35,41,24,-8.81,59,90,111,122,10,96,26
720,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
720,7C4u<DN,0.331146472433179,47,152,32.0,41,31,-8.9,59,90,19,122,10,96,29
720,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
720,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
720,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
720,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
720,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
720,7CKu<DN,0.3085638194736438,46,151,12.91,43,30,-10.63,59,90,55,122,10,96,29
720,7C2u<DN,0.3081442590505108,47,155,32.57,41,31,-9.68,59,90,16,122,10,96,29
720,7U4fn/M,0.30284648123104263,45,124,27.04,40,25,-7.17,59,137,19,98,23,43,29
720,7CBu<DN,0.30283451896917424,45,155,26.4,41,31,-11.03,59,90,41,122,10,96,29
720,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
720,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
720,7CFu<DN,0.30016157802764715,45,155,22.99,41,31,-11.69,59,90,47,122,10,96,29
