iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_ubw,parameters.ott_dbw,parameters.long_tps_qty_index,parameters.short_tps_qty_index,parameters.chop_rsi_len,parameters.chop_bandwidth,parameters.max_risk
720,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
720,7CJu<DN,0.29775417609460764,45,155,14.31,41,31,-11.19,59,90,54,122,10,96,29
720,7Cnu.DN,0.29378702393902656,45,151,17.03,41,31,-12.89,59,90,111,122,7,96,29
720,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
720,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
720,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
720,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
720,7Cnu<`N,0.28463202532878557,46,150,16.17,41,31,-12.89,59,90,111,122,10,167,29
720,7C`u<DN,0.2844402707615129,45,155,10.82,45,31,-11.36,59,90,89,122,10,96,29
720,7Cnt<DN,0.2835114553702814,46,153,15.42,41,31,-12.83,59,90,111,120,10,96,29
780,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
780,DCnu<DN,0.4260800877767435,55,81,44.69,26,15,-15.16,93,90,111,122,10,96,29
780,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
780,ACnu<DN,0.39369257076546893,53,91,38.24,31,19,-12.53,85,90,111,122,10,96,29
780,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
780,7Cnu<DG,0.3684246725495949,45,135,31.35,41,24,-8.81,59,90,111,122,10,96,26
780,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
780,7C4u<DN,0.331146472433179,47,152,32.0,41,31,-8.9,59,90,19,122,10,96,29
780,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
780,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
780,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
780,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
780,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
780,7CKu<DN,0.3085638194736438,46,151,12.91,43,30,-10.63,59,90,55,122,10,96,29
780,7CBu<DN,0.30283451896917424,45,155,26.4,41,31,-11.03,59,90,41,122,10,96,29
780,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
780,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
780,7CFu<DN,0.30016157802764715,45,155,22.99,41,31,-11.69,59,90,47,122,10,96,29
780,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
780,7CJu<DN,0.29775417609460764,45,155,14.31,41,31,-11.19,59,90,54,122,10,96,29
780,7Cnu.DN,0.29378702393902656,45,151,17.03,41,31,-12.89,59,90,111,122,7,96,29
780,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
780,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
780,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
780,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
780,7Cnu<`N,0.28463202532878557,46,150,16.17,41,31,-12.89,59,90,111,122,10,167,29
780,7C`u<DN,0.2844402707615129,45,155,10.82,45,31,-11.36,59,90,89,122,10,96,29
780,7Cnt<DN,0.2835114553702814,46,153,15.42,41,31,-12.83,59,90,111,120,10,96,29
780,7Cnu5DN,0.2829232274553346,45,152,15.17,41,31,-12.89,59,90,111,122,8,96,29
780,7Cnu6DN,0.2829232274553346,45,152,15.17,41,31,-12.89,59,90,111,122,9,96,29
840,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
840,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
840,ACnu<DN,0.39369257076546893,53,91,38.24,31,19,-12.53,85,90,111,122,10,96,29
840,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
840,7Cnu<DG,0.3684246725495949,45,135,31.35,41,24,-8.81,59,90,111,122,10,96,26
840,GDLEsIP,0.3554819650053028,50,77,46.22,29,17,-13.67,100,93,57,46,24,109,30
840,7C4u<DN,0.331146472433179,47,152,32.0,41,31,-8.9,59,90,19,122,10,96,29
840,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
840,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
840,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
840,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
840,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
840,7CKu<DN,0.3085638194736438,46,151,12.91,43,30,-10.63,59,90,55,122,10,96,29
840,7CBu<DN,0.30283451896917424,45,155,26.4,41,31,-11.03,59,90,41,122,10,96,29
840,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
840,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
840,7CFu<DN,0.30016157802764715,45,155,22.99,41,31,-11.69,59,90,47,122,10,96,29
840,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
840,7CJu<DN,0.29775417609460764,45,155,14.31,41,31,-11.19,59,90,54,122,10,96,29
840,7Cnu.DN,0.29378702393902656,45,151,17.03,41,31,-12.89,59,90,111,122,7,96,29
840,7Cnu.DN,0.29378702393902656,45,151,17.03,41,31,-12.89,59,90,111,122,7,96,29
840,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
840,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
840,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
840,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
840,7Cnu<`N,0.28463202532878557,46,150,16.17,41,31,-12.89,59,90,111,122,10,167,29
840,7C`u<DN,0.2844402707615129,45,155,10.82,45,31,-11.36,59,90,89,122,10,96,29
840,7Cnt<DN,0.2835114553702814,46,153,15.42,41,31,-12.83,59,90,111,120,10,96,29
840,7Cnu5DN,0.2829232274553346,45,152,15.17,41,31,-12.89,59,90,111,122,8,96,29
840,7Cnu6DN,0.2829232274553346,45,152,15.17,41,31,-12.89,59,90,111,122,9,96,29
900,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
900,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
900,ACnu<DN,0.39369257076546893,53,91,38.24,31,19,-12.53,85,90,111,122,10,96,29
900,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
900,7Cnu<DG,0.3684246725495949,45,135,31.35,41,24,-8.81,59,90,111,122,10,96,26
900,7C4u<DN,0.331146472433179,47,152,32.0,41,31,-8.9,59,90,19,122,10,96,29
900,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
900,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
900,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
900,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
900,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
900,7CKu<DN,0.3085638194736438,46,151,12.91,43,30,-10.63,59,90,55,122,10,96,29
900,7CBu<DN,0.30283451896917424,45,155,26.4,41,31,-11.03,59,90,41,122,10,96,29
900,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
900,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
900,7CFu<DN,0.30016157802764715,45,155,22.99,41,31,-11.69,59,90,47,122,10,96,29
900,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
900,7CJu<DN,0.29775417609460764,45,155,14.31,41,31,-11.19,59,90,54,122,10,96,29
900,7Cnu.DN,0.29378702393902656,45,151,17.03,41,31,-12.89,59,90,111,122,7,96,29
900,7Cnu.DN,0.29378702393902656,45,151,17.03,41,31,-12.89,59,90,111,122,7,96,29
900,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
900,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
900,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
900,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
900,7Cnu<`N,0.28463202532878557,46,150,16.17,41,31,-12.89,59,90,111,122,10,167,29
900,7C`u<DN,0.2844402707615129,45,155,10.82,45,31,-11.36,59,90,89,122,10,96,29
900,7Cnt<DN,0.2835114553702814,46,153,15.42,41,31,-12.83,59,90,111,120,10,96,29
900,7Cnu5DN,0.2829232274553346,45,152,15.17,41,31,-12.89,59,90,111,122,8,96,29
900,7Cnu6DN,0.2829232274553346,45,152,15.17,41,31,-12.89,59,90,111,122,9,96,29
900,7Cnu9DN,0.2829232274553346,45,152,15.17,41,31,-12.89,59,90,111,122,9,96,29
960,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
960,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
960,ACnu<DN,0.39369257076546893,53,91,38.24,31,19,-12.53,85,90,111,122,10,96,29
960,)HdC;rE,0.3926194829518807,44,107,39.54,35,17,-3.59,23,103,95,43,10,212,25
960,7Cnu<DG,0.3684246725495949,45,135,31.35,41,24,-8.81,59,90,111,122,10,96,26
960,7C4u<DN,0.331146472433179,47,152,32.0,41,31,-8.9,59,90,19,122,10,96,29
960,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
960,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
960,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
960,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
960,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
960,7CKu<DN,0.3085638194736438,46,151,12.91,43,30,-10.63,59,90,55,122,10,96,29
960,7CBu<DN,0.30283451896917424,45,155,26.4,41,31,-11.03,59,90,41,122,10,96,29
960,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
960,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
960,7CFu<DN,0.30016157802764715,45,155,22.99,41,31,-11.69,59,90,47,122,10,96,29
960,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
960,7CJu<DN,0.29775417609460764,45,155,14.31,41,31,-11.19,59,90,54,122,10,96,29
960,7Cnu.DN,0.29378702393902656,45,151,17.03,41,31,-12.89,59,90,111,122,7,96,29
960,7Cnu.DN,0.29378702393902656,45,151,17.03,41,31,-12.89,59,90,111,122,7,96,29
960,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
960,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
960,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
960,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
960,7Cnu<`N,0.28463202532878557,46,150,16.17,41,31,-12.89,59,90,111,122,10,167,29
960,7C`u<DN,0.2844402707615129,45,155,10.82,45,31,-11.36,59,90,89,122,10,96,29
960,7Cnt<DN,0.2835114553702814,46,153,15.42,41,31,-12.83,59,90,111,120,10,96,29
960,7Cnu5DN,0.2829232274553346,45,152,15.17,41,31,-12.89,59,90,111,122,8,96,29
960,7Cnu6DN,0.2829232274553346,45,152,15.17,41,31,-12.89,59,90,111,122,9,96,29
960,7Cnu9DN,0.2829232274553346,45,152,15.17,41,31,-12.89,59,90,111,122,9,96,29
1020,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
1020,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
1020,ACnu<DN,0.39369257076546893,53,91,38.24,31,19,-12.53,85,90,111,122,10,96,29
1020,7Cnu<DG,0.3684246725495949,45,135,31.35,41,24,-8.81,59,90,111,122,10,96,26
1020,7C4u<DN,0.331146472433179,47,152,32.0,41,31,-8.9,59,90,19,122,10,96,29
1020,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
1020,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
1020,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
1020,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
1020,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
1020,7CKu<DN,0.3085638194736438,46,151,12.91,43,30,-10.63,59,90,55,122,10,96,29
1020,7CBu<DN,0.30283451896917424,45,155,26.4,41,31,-11.03,59,90,41,122,10,96,29
1020,7CBu<DN,0.30283451896917424,45,155,26.4,41,31,-11.03,59,90,41,122,10,96,29
1020,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
1020,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
1020,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
1020,7CJu<DN,0.29775417609460764,45,155,14.31,41,31,-11.19,59,90,54,122,10,96,29
1020,7Cnu.DN,0.29378702393902656,45,151,17.03,41,31,-12.89,59,90,111,122,7,96,29
1020,7Cnu.DN,0.29378702393902656,45,151,17.03,41,31,-12.89,59,90,111,122,7,96,29
1020,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
1020,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
1020,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
1020,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
1020,7Cnu<`N,0.28463202532878557,46,150,16.17,41,31,-12.89,59,90,111,122,10,167,29
1020,7C`u<DN,0.2844402707615129,45,155,10.82,45,31,-11.36,59,90,89,122,10,96,29
1020,7Cnt<DN,0.2835114553702814,46,153,15.42,41,31,-12.83,59,90,111,120,10,96,29
1020,7Cnu5DN,0.2829232274553346,45,152,15.17,41,31,-12.89,59,90,111,122,8,96,29
1020,7Cnu9DN,0.2829232274553346,45,152,15.17,41,31,-12.89,59,90,111,122,9,96,29
1020,7CRu<DN,0.28258726104312937,45,154,23.34,45,31,-10.47,59,90,66,122,10,96,29
1020,7Cnu<+N,0.2822944658747357,45,153,15.09,41,31,-12.89,59,90,111,122,10,33,29
1080,EUIro-E,0.4315142358589968,64,37,45.06,0,5,-9.88,95,137,52,117,23,38,25
1080,C>NP.u@,0.422458506649378,55,49,44.4,25,4,-1.71,90,77,60,63,7,220,22
1080,ACnu<DN,0.39369257076546893,53,91,38.24,31,19,-12.53,85,90,111,122,10,96,29
1080,7Cnu<DG,0.3684246725495949,45,135,31.35,41,24,-8.81,59,90,111,122,10,96,26
1080,7C4u<DN,0.331146472433179,47,152,32.0,41,31,-8.9,59,90,19,122,10,96,29
1080,Jhhb_Vi,0.3256787631001934,58,62,33.77,40,22,-14.07,108,186,101,92,19,141,43
1080,")I,7FJ@",0.32440022370154664,31,135,35.48,23,17,-5.37,23,106,6,24,13,111,22
1080,"?brNQ,O",0.31888504059431055,52,74,21.3,37,16,-10.2,80,171,117,60,15,35,30
1080,7emB\BF,0.31869446403876384,43,114,11.72,57,19,3.49,59,178,109,41,18,91,25
1080,7Jwfd1G,0.3092528718694173,44,125,4.32,47,23,-6.89,59,108,125,98,20,48,26
1080,7CKu<DN,0.3085638194736438,46,151,12.91,43,30,-10.63,59,90,55,122,10,96,29
1080,7CBu<DN,0.30283451896917424,45,155,26.4,41,31,-11.03,59,90,41,122,10,96,29
1080,7CBu<DN,0.30283451896917424,45,155,26.4,41,31,-11.03,59,90,41,122,10,96,29
1080,Fr\u\:L,0.3021443564690509,54,48,27.23,0,6,-12.25,98,212,82,122,18,71,28
1080,:oI7F:D,0.3009374444290791,48,79,21.02,53,15,1.63,67,204,52,24,13,71,24
1080,BjqQ5QH,0.29927371686816495,56,46,20.8,45,11,-0.85,87,191,116,65,8,129,26
1080,7CJu<DN,0.29775417609460764,45,155,14.31,41,31,-11.19,59,90,54,122,10,96,29
1080,7Cnu.DN,0.29378702393902656,45,151,17.03,41,31,-12.89,59,90,111,122,7,96,29
1080,7Cnu.DN,0.29378702393902656,45,151,17.03,41,31,-12.89,59,90,111,122,7,96,29
1080,S5:DQfq,0.29329066761347805,48,139,24.36,54,44,24.77,132,54,28,44,15,182,47
1080,*p<L;r@,0.2918963621067343,41,90,26.08,35,14,1.12,25,207,32,57,10,212,22
1080,<HQ?wSF,0.2914134483256408,49,73,27.22,41,12,-6.18,72,103,65,36,25,134,25
1080,9CHu]DS,0.28835189774692016,50,157,16.08,41,36,-11.37,64,90,51,122,18,96,32
1080,7Cnu<`N,0.28463202532878557,46,150,16.17,41,31,-12.89,59,90,111,122,10,167,29
1080,7C`u<DN,0.2844402707615129,45,155,10.82,45,31,-11.36,59,90,89,122,10,96,29
1080,7C`u<DN,0.2844402707615129,45,155,10.82,45,31,-11.36,59,90,89,122,10,96,29
1080,7Cnt<DN,0.2835114553702814,46,153,15.42,41,31,-12.83,59,90,111,120,10,96,29
1080,7Cnu5DN,0.2829232274553346,45,152,15.17,41,31,-12.89,59,90,111,122,8,96,29
1080,7Cnu9DN,0.2829232274553346,45,152,15.17,41,31,-12.89,59,90,111,122,9,96,29
1080,7CRu<DN,0.28258726104312937,45,154,23.34,45,31,-10.47,59,90,66,122,10,96,29
